성분명,성분코드,제품코드,제품명,업소명,공고일자,공고번호,약품상세정보,비고,급여여부
olanzapine,204004ATB,642705710,올자핀정2.5밀리그램(올란자핀)_(2.5mg/1정),동화약품(주),2021-07-15,20210248,"치매와 연관된 정신병과/또는 행동장애를 가진 노인 환자를 대상으로 한 위약 대조 임상시험 결과, 사망률과 뇌혈관 장애의 위험성 증가. 동일한 임상시험들에서 사망례를 포함한 뇌혈관 이상반응(예. 뇌졸중, 일시적인 허혈성 발작)이 보고됨. 항정신병약물을 장기간 사용하였을 때 지연운동이상증의 위험성은 증가하였으며 이러한 증후군의 발생율은 여성 고령자에게서 가장 높음.",,급여
olanzapine,204004ATB,651903290,뉴로자핀정2.5밀리그램(올란자핀)_(2.5mg/1정),명인제약(주),2021-07-15,20210248,"치매와 연관된 정신병과/또는 행동장애를 가진 노인 환자를 대상으로 한 위약 대조 임상시험 결과, 사망률과 뇌혈관 장애의 위험성 증가. 동일한 임상시험들에서 사망례를 포함한 뇌혈관 이상반응(예. 뇌졸중, 일시적인 허혈성 발작)이 보고됨. 항정신병약물을 장기간 사용하였을 때 지연운동이상증의 위험성은 증가하였으며 이러한 증후군의 발생율은 여성 고령자에게서 가장 높음.",,급여
olanzapine,204004ATB,657202200,자이레핀정2.5밀리그램(올란자핀)_(2.5mg/1정),환인제약(주),2021-07-15,20210248,"치매와 연관된 정신병과/또는 행동장애를 가진 노인 환자를 대상으로 한 위약 대조 임상시험 결과, 사망률과 뇌혈관 장애의 위험성 증가. 동일한 임상시험들에서 사망례를 포함한 뇌혈관 이상반응(예. 뇌졸중, 일시적인 허혈성 발작)이 보고됨. 항정신병약물을 장기간 사용하였을 때 지연운동이상증의 위험성은 증가하였으며 이러한 증후군의 발생율은 여성 고령자에게서 가장 높음.",,급여
olanzapine,204004ATB,640005870,에이프렉사정2.5밀리그램(올란자핀)_(2.5mg/1정),에이치케이이노엔(주),2021-07-15,20210248,"치매와 연관된 정신병과/또는 행동장애를 가진 노인 환자를 대상으로 한 위약 대조 임상시험 결과, 사망률과 뇌혈관 장애의 위험성 증가. 동일한 임상시험들에서 사망례를 포함한 뇌혈관 이상반응(예. 뇌졸중, 일시적인 허혈성 발작)이 보고됨. 항정신병약물을 장기간 사용하였을 때 지연운동이상증의 위험성은 증가하였으며 이러한 증후군의 발생율은 여성 고령자에게서 가장 높음.",,급여
olanzapine,204004ATB,698003790,피엠에스올란자핀정2.5밀리그램(올란자핀)_(2.5mg/1정),(주)제뉴파마,2021-07-15,20210248,"치매와 연관된 정신병과/또는 행동장애를 가진 노인 환자를 대상으로 한 위약 대조 임상시험 결과, 사망률과 뇌혈관 장애의 위험성 증가. 동일한 임상시험들에서 사망례를 포함한 뇌혈관 이상반응(예. 뇌졸중, 일시적인 허혈성 발작)이 보고됨. 항정신병약물을 장기간 사용하였을 때 지연운동이상증의 위험성은 증가하였으며 이러한 증후군의 발생율은 여성 고령자에게서 가장 높음.",,급여
olanzapine,204004ATB,641908400,자이프렉사정2.5밀리그램(올란자핀)_(2.5mg/1정),(주)보령,2021-07-15,20210248,"치매와 연관된 정신병과/또는 행동장애를 가진 노인 환자를 대상으로 한 위약 대조 임상시험 결과, 사망률과 뇌혈관 장애의 위험성 증가. 동일한 임상시험들에서 사망례를 포함한 뇌혈관 이상반응(예. 뇌졸중, 일시적인 허혈성 발작)이 보고됨. 항정신병약물을 장기간 사용하였을 때 지연운동이상증의 위험성은 증가하였으며 이러한 증후군의 발생율은 여성 고령자에게서 가장 높음.",,급여
haloperidol,167904ATB,651900980,명인할로페리돌정10밀리그램(수출명:로펠-엠정(할로페리돌))_(10mg/1정),명인제약(주),2018-08-31,20180371,"노인에서의 정형 항정신병약물 사용은 추체외로 증상, 항콜린성 부작용 등이 나타나기 쉬우므로 사용을 추천하지 않으며, 비정형 항정신병약물 사용을 추천함",,급여
haloperidol,167904ATB,657200900,페리돌정10밀리그램(할로페리돌)_(10mg/1정),환인제약(주),2018-08-31,20180371,"노인에서의 정형 항정신병약물 사용은 추체외로 증상, 항콜린성 부작용 등이 나타나기 쉬우므로 사용을 추천하지 않으며, 비정형 항정신병약물 사용을 추천함",,급여
haloperidol,167908ATB,651901010,명인할로페리돌정5밀리그램_(5mg/1정),명인제약(주),2018-08-31,20180371,"노인에서의 정형 항정신병약물 사용은 추체외로 증상, 항콜린성 부작용 등이 나타나기 쉬우므로 사용을 추천하지 않으며, 비정형 항정신병약물 사용을 추천함",,급여
haloperidol,167908ATB,657200890,페리돌정5밀리그램(할로페리돌)_(5mg/1정),환인제약(주),2018-08-31,20180371,"노인에서의 정형 항정신병약물 사용은 추체외로 증상, 항콜린성 부작용 등이 나타나기 쉬우므로 사용을 추천하지 않으며, 비정형 항정신병약물 사용을 추천함",,급여
fesoterodine fumarate,503801ATR,648901320,토비애즈서방정4밀리그람(페소테로딘푸마르산염)_(4mg/1정),한국화이자제약(주),2020-09-24,20200423,항콜린성 작용이 있는 약제와의 병용으로 인해 항콜린 부작용이 증가하므로 동시 사용을 추천하지 않음,,급여
diazepam,142902ATB,651900530,명인디아제팜정2밀리그람_(2mg/1정),명인제약(주),2017-02-16,20170079,"노인에서의 장기지속형 벤조다이아제핀 사용은 인지기능 저하, 섬망, 낙상, 골절 및 교통사고의 위험으로 사용을 추천하지 않으며, 단시간 작용 벤조다이아제핀 사용을 추천함",,급여
diazepam,142902ATB,671800270,대원디아제팜정2밀리그램(수출명:디아잠정2밀리그램)(수출명2:트레즈콘정2밀리그램)_(2mg/1정),대원제약(주),2017-02-16,20170079,"노인에서의 장기지속형 벤조다이아제핀 사용은 인지기능 저하, 섬망, 낙상, 골절 및 교통사고의 위험으로 사용을 추천하지 않으며, 단시간 작용 벤조다이아제핀 사용을 추천함",,급여
diazepam,142902ATB,647800740,삼진디아제팜정2밀리그람_(2mg/1정),삼진제약(주),2017-02-16,20170079,"노인에서의 장기지속형 벤조다이아제핀 사용은 인지기능 저하, 섬망, 낙상, 골절 및 교통사고의 위험으로 사용을 추천하지 않으며, 단시간 작용 벤조다이아제핀 사용을 추천함",,급여
perphenazine,211401ATB,651900920,명인페르페나진정4밀리그램_(4mg/1정),명인제약(주),2018-08-31,20180371,"노인에서의 정형 항정신병약물 사용은 추체외로 증상, 항콜린성 부작용 등이 나타나기 쉬우므로 사용을 추천하지 않으며, 비정형 항정신병약물 사용을 추천함",,급여
pimozide,212402ATB,651900940,명인피모짓4밀리그람정_(4mg/1정),명인제약(주),2018-08-31,20180371,"노인에서의 정형 항정신병약물 사용은 추체외로 증상, 항콜린성 부작용 등이 나타나기 쉬우므로 사용을 추천하지 않으며, 비정형 항정신병약물 사용을 추천함",,급여
dimenhydrinate,145901ATB,641700560,보나링에이정(디멘히드리네이트)_(50mg/1정),일양약품(주),2020-09-24,20200423,"항콜린 부작용(인지기능 저하, 섬망 악화, 구갈, 배뇨곤란, 변비 등)이 나타나기 쉬우므로 노인에서의 사용을 추천하지 않음. 항콜린성 작용이 있는 약제와의 병용으로 인해 항콜린 부작용이 증가하므로 동시 사용을 추천하지 않음",,급여
haloperidol,167905ATB,651900990,명인할로페리돌정20밀리그람_(20mg/1정),명인제약(주),2018-08-31,20180371,"노인에서의 정형 항정신병약물 사용은 추체외로 증상, 항콜린성 부작용 등이 나타나기 쉬우므로 사용을 추천하지 않으며, 비정형 항정신병약물 사용을 추천함",,급여
haloperidol,167905ATB,657200910,페리돌정20밀리그램(할로페리돌)_(20mg/1정),환인제약(주),2018-08-31,20180371,"노인에서의 정형 항정신병약물 사용은 추체외로 증상, 항콜린성 부작용 등이 나타나기 쉬우므로 사용을 추천하지 않으며, 비정형 항정신병약물 사용을 추천함",,급여
olanzapine,204005ATB,626900690,테바올란자핀정15밀리그램_(15mg/1정),(주)한독테바,2021-07-15,20210248,"치매와 연관된 정신병과/또는 행동장애를 가진 노인 환자를 대상으로 한 위약 대조 임상시험 결과, 사망률과 뇌혈관 장애의 위험성 증가. 동일한 임상시험들에서 사망례를 포함한 뇌혈관 이상반응(예. 뇌졸중, 일시적인 허혈성 발작)이 보고됨. 항정신병약물을 장기간 사용하였을 때 지연운동이상증의 위험성은 증가하였으며 이러한 증후군의 발생율은 여성 고령자에게서 가장 높음.",,급여
ethyl loflazepate,156201ATB,642000510,빅손정1밀리그람(에칠로플라제페이트)_(1mg/1정),현대약품(주),2015-09-18,20155515,"노인에서의 장기지속형 벤조다이아제핀 사용은 인지기능 저하, 섬망, 낙상, 골절 및 교통사고의 위험으로 사용을 추천하지 않으며, 단시간 작용 벤조다이아제핀 사용을 추천함",,급여
haloperidol,167903ATB,651900970,명인할로페리돌정1.5밀리그람_(1.5mg/1정),명인제약(주),2018-08-31,20180371,"노인에서의 정형 항정신병약물 사용은 추체외로 증상, 항콜린성 부작용 등이 나타나기 쉬우므로 사용을 추천하지 않으며, 비정형 항정신병약물 사용을 추천함",,급여
haloperidol,167903ATB,657200870,페리돌정1.5밀리그램(할로페리돌)_(1.5mg/1정),환인제약(주),2018-08-31,20180371,"노인에서의 정형 항정신병약물 사용은 추체외로 증상, 항콜린성 부작용 등이 나타나기 쉬우므로 사용을 추천하지 않으며, 비정형 항정신병약물 사용을 추천함",,급여
haloperidol,167906ATB,657200880,페리돌정3밀리그램(할로페리돌)_(3mg/1정),환인제약(주),2018-08-31,20180371,"노인에서의 정형 항정신병약물 사용은 추체외로 증상, 항콜린성 부작용 등이 나타나기 쉬우므로 사용을 추천하지 않으며, 비정형 항정신병약물 사용을 추천함",,급여
haloperidol,167906ATB,651901000,명인할로페리돌정3밀리그램_(3mg/1정),명인제약(주),2018-08-31,20180371,"노인에서의 정형 항정신병약물 사용은 추체외로 증상, 항콜린성 부작용 등이 나타나기 쉬우므로 사용을 추천하지 않으며, 비정형 항정신병약물 사용을 추천함",,급여
aripiprazole,451504ATB,657202800,아리피졸정2밀리그램(아리피프라졸)_(2mg/1정),환인제약(주),2021-07-15,20210248,"항정신병약으로 치료받는 환자에서 잠재적으로 비가역적, 비자발적인, 이상운동 증후군이 발생할 수 있으며, 이 증후군은 고령자, 특히 여성 고령자에서 가장 많이 발생함. 비정형 정신병치료제를 복용하는 치매성 노인 정신질환 환자의 사망 위험성은 위약과 비교 시 증가. 이 약을 투여한 환자(평균연령:84세, 범위:78~88세)에서 사망례를 포함한 뇌혈관계 이상반응(예:뇌졸중, 일과성허혈발작)의 증가.",,급여
aripiprazole,451504ATB,651905230,레피졸정2밀리그램(아리피프라졸)_(2mg/1정),명인제약(주),2021-07-15,20210248,"항정신병약으로 치료받는 환자에서 잠재적으로 비가역적, 비자발적인, 이상운동 증후군이 발생할 수 있으며, 이 증후군은 고령자, 특히 여성 고령자에서 가장 많이 발생함. 비정형 정신병치료제를 복용하는 치매성 노인 정신질환 환자의 사망 위험성은 위약과 비교 시 증가. 이 약을 투여한 환자(평균연령:84세, 범위:78~88세)에서 사망례를 포함한 뇌혈관계 이상반응(예:뇌졸중, 일과성허혈발작)의 증가.",,급여
aripiprazole,451504ATB,653006790,아라빌정2밀리그램(아리피프라졸(미분화))_(2mg/1정),(주)한국파마,2021-07-15,20210248,"항정신병약으로 치료받는 환자에서 잠재적으로 비가역적, 비자발적인, 이상운동 증후군이 발생할 수 있으며, 이 증후군은 고령자, 특히 여성 고령자에서 가장 많이 발생함. 비정형 정신병치료제를 복용하는 치매성 노인 정신질환 환자의 사망 위험성은 위약과 비교 시 증가. 이 약을 투여한 환자(평균연령:84세, 범위:78~88세)에서 사망례를 포함한 뇌혈관계 이상반응(예:뇌졸중, 일과성허혈발작)의 증가.",,급여
aripiprazole,451504ATB,642405090,아리피진정2밀리그램(아리피프라졸(미분화))_(2mg/1정),영진약품(주),2021-07-15,20210248,"항정신병약으로 치료받는 환자에서 잠재적으로 비가역적, 비자발적인, 이상운동 증후군이 발생할 수 있으며, 이 증후군은 고령자, 특히 여성 고령자에서 가장 많이 발생함. 비정형 정신병치료제를 복용하는 치매성 노인 정신질환 환자의 사망 위험성은 위약과 비교 시 증가. 이 약을 투여한 환자(평균연령:84세, 범위:78~88세)에서 사망례를 포함한 뇌혈관계 이상반응(예:뇌졸중, 일과성허혈발작)의 증가.",,급여
aripiprazole,451504ATB,649900250,아빌리파이정2밀리그램(아리피프라졸)_(2mg/1정),한국오츠카제약(주),2021-07-15,20210248,"항정신병약으로 치료받는 환자에서 잠재적으로 비가역적, 비자발적인, 이상운동 증후군이 발생할 수 있으며, 이 증후군은 고령자, 특히 여성 고령자에서 가장 많이 발생함. 비정형 정신병치료제를 복용하는 치매성 노인 정신질환 환자의 사망 위험성은 위약과 비교 시 증가. 이 약을 투여한 환자(평균연령:84세, 범위:78~88세)에서 사망례를 포함한 뇌혈관계 이상반응(예:뇌졸중, 일과성허혈발작)의 증가.",,급여
