성분코드,성분명,제품코드,제품명,업소명,약품상세정보,급여여부
100901ATB,aceclofenac,679601120,아세바정100밀리그램(아세클로페낙)_(0.1g/1정),(주)서흥,"고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음. 고령자에서 특히, 위장관 출혈과 천공 발생 빈도가 증가함.",급여
100901ATB,aceclofenac,684500990,에클로펜정(아세클로페낙)_(0.1g/1정),화일약품(주),"고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음. 고령자에서 특히, 위장관 출혈과 천공 발생 빈도가 증가함.",급여
100901ATB,aceclofenac,689000470,아세테크정(아세클로페낙)_(0.1g/1정),(주)시어스제약,"고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음. 고령자에서 특히, 위장관 출혈과 천공 발생 빈도가 증가함.",급여
100901ATB,aceclofenac,693200160,아스로정(아세클로페낙)_(0.1g/1정),(주)한국글로벌제약,"고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음. 고령자에서 특히, 위장관 출혈과 천공 발생 빈도가 증가함.",급여
100901ATB,aceclofenac,693900040,셀트리온아세클로페낙정_(0.1g/1정),(주)셀트리온제약,"고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음. 고령자에서 특히, 위장관 출혈과 천공 발생 빈도가 증가함.",급여
100901ATB,aceclofenac,694001000,대웅바이오아세클로페낙정100밀리그램_(0.1g/1정),대웅바이오(주),"고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음. 고령자에서 특히, 위장관 출혈과 천공 발생 빈도가 증가함.",급여
100901ATB,aceclofenac,696600070,일양바이오아세클로페낙정_(0.1g/1정),일양바이오팜(주),"고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음. 고령자에서 특히, 위장관 출혈과 천공 발생 빈도가 증가함.",급여
100901ATB,aceclofenac,697100050,아세민정(아세클로페낙)_(0.1g/1정),(주)한국피엠지제약,"고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음. 고령자에서 특히, 위장관 출혈과 천공 발생 빈도가 증가함.",급여
100901ATB,aceclofenac,698000880,애니락정(아세클로페낙)_(0.1g/1정),(주)제뉴파마,"고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음. 고령자에서 특히, 위장관 출혈과 천공 발생 빈도가 증가함.",급여
100901ATB,aceclofenac,698500220,아클펜정(아세클로페낙)_(0.1g/1정),(주)테라젠이텍스,"고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음. 고령자에서 특히, 위장관 출혈과 천공 발생 빈도가 증가함.",급여
100903ATR,aceclofenac,54800520,아클페낙CR서방정(아세클로페낙)_(0.2g/1정),엔비케이제약(주),"고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음. 고령자에서 특히, 위장관 출혈과 천공 발생 빈도가 증가함.",급여
100903ATR,aceclofenac,73001180,아세팜CR정(아세클로페낙)_(0.2g/1정),건일바이오팜주식회사,"고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음. 고령자에서 특히, 위장관 출혈과 천공 발생 빈도가 증가함.",급여
100903ATR,aceclofenac,641501940,엠페낙CR정(아세클로페낙)_(0.2g/1정),맥널티제약(주),"고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음. 고령자에서 특히, 위장관 출혈과 천공 발생 빈도가 증가함.",급여
100903ATR,aceclofenac,643104100,뉴마탈CR정(아세클로페낙)_(0.2g/1정),(주)바이넥스,"고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음. 고령자에서 특히, 위장관 출혈과 천공 발생 빈도가 증가함.",급여
100903ATR,aceclofenac,643703580,아로펜CR정(아세클로페낙)_(0.2g/1정),국제약품(주),"고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음. 고령자에서 특히, 위장관 출혈과 천공 발생 빈도가 증가함.",급여
100903ATR,aceclofenac,644307820,클란자CR정(아세클로페낙)_(0.2g/1정),한국유나이티드제약(주),"고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음. 고령자에서 특히, 위장관 출혈과 천공 발생 빈도가 증가함.",급여
100903ATR,aceclofenac,645304510,베오페낙CR정(아세클로페낙)_(0.2g/1정),한림제약(주),"고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음. 고령자에서 특히, 위장관 출혈과 천공 발생 빈도가 증가함.",급여
100903ATR,aceclofenac,645905970,아세롱CR정(아세클로페낙)_(0.2g/1정),동광제약(주),"고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음. 고령자에서 특히, 위장관 출혈과 천공 발생 빈도가 증가함.",급여
100903ATR,aceclofenac,649102870,에어클란CR정(아세클로페낙)_(0.2g/1정),한국휴텍스제약(주),"고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음. 고령자에서 특히, 위장관 출혈과 천공 발생 빈도가 증가함.",급여
100903ATR,aceclofenac,650203910,아세페낙CR정(아세클로페낙)_(0.2g/1정),안국약품(주),"고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음. 고령자에서 특히, 위장관 출혈과 천공 발생 빈도가 증가함.",급여
100903ATR,aceclofenac,650303890,아엔탈CR정(아세클로페낙)_(0.2g/1정),진양제약(주),"고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음. 고령자에서 특히, 위장관 출혈과 천공 발생 빈도가 증가함.",급여
100903ATR,aceclofenac,651300680,아크로날CR정(아세클로페낙)_(0.2g/1정),(주)새한제약,"고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음. 고령자에서 특히, 위장관 출혈과 천공 발생 빈도가 증가함.",급여
100903ATR,aceclofenac,653006430,파마아세클로페낙CR정(아세클로페낙)_(0.2g/1정),(주)한국파마,"고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음. 고령자에서 특히, 위장관 출혈과 천공 발생 빈도가 증가함.",급여
100903ATR,aceclofenac,653805620,에이스낙CR서방정200밀리그램(아세클로페낙)_(0.2g/1정),신일제약(주),"고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음. 고령자에서 특히, 위장관 출혈과 천공 발생 빈도가 증가함.",급여
100903ATR,aceclofenac,654304650,아세탑CR정(아세클로페낙)_(0.2g/1정),오스틴제약(주),"고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음. 고령자에서 특히, 위장관 출혈과 천공 발생 빈도가 증가함.",급여
100903ATR,aceclofenac,655404510,아셀로CR서방정200밀리그램(아세클로페낙)_(0.2g/1정),일성아이에스(주),"고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음. 고령자에서 특히, 위장관 출혈과 천공 발생 빈도가 증가함.",급여
100903ATR,aceclofenac,656204570,레세낙CR정(아세클로페낙)_(0.2g/1정),(주)바스칸바이오제약,"고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음. 고령자에서 특히, 위장관 출혈과 천공 발생 빈도가 증가함.",급여
100903ATR,aceclofenac,657307410,에어페낙CR정(아세클로페낙)_(0.2g/1정),(주)동구바이오제약,"고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음. 고령자에서 특히, 위장관 출혈과 천공 발생 빈도가 증가함.",급여
100903ATR,aceclofenac,657806220,세니탈CR정(아세클로페낙)_(0.2g/1정),하나제약(주),"고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음. 고령자에서 특히, 위장관 출혈과 천공 발생 빈도가 증가함.",급여
100903ATR,aceclofenac,658603790,아크로CR정(아세클로페낙)_(0.2g/1정),이연제약(주),"고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음. 고령자에서 특히, 위장관 출혈과 천공 발생 빈도가 증가함.",급여
100903ATR,aceclofenac,659900960,팜페낙CR정(아세클로페낙)_(0.2g/1정),(주)한국팜비오,"고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음. 고령자에서 특히, 위장관 출혈과 천공 발생 빈도가 증가함.",급여
100903ATR,aceclofenac,669502580,에세탈서방정(아세클로페낙)_(0.2g/1정),(주)씨티씨바이오,"고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음. 고령자에서 특히, 위장관 출혈과 천공 발생 빈도가 증가함.",급여
100903ATR,aceclofenac,669805390,아세론CR정(아세클로페낙)_(0.2g/1정),구주제약(주),"고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음. 고령자에서 특히, 위장관 출혈과 천공 발생 빈도가 증가함.",급여
100903ATR,aceclofenac,671704970,클라낙CR정(아세클로페낙)_(0.2g/1정),주식회사제뉴원사이언스,"고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음. 고령자에서 특히, 위장관 출혈과 천공 발생 빈도가 증가함.",급여
100903ATR,aceclofenac,684501650,에클로펜CR서방정(아세클로페낙)_(0.2g/1정),화일약품(주),"고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음. 고령자에서 특히, 위장관 출혈과 천공 발생 빈도가 증가함.",급여
100903ATR,aceclofenac,698400400,클로켐CR정(아세클로페낙)_(0.2g/1정),한국바이오켐제약(주),"고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음. 고령자에서 특히, 위장관 출혈과 천공 발생 빈도가 증가함.",급여
110702ATB,aspirin,641100070,바이엘아스피린정500밀리그람_(0.5g/1정),바이엘코리아(주),"해열진통소염, 심혈관질환의 1차 예방 목적으로 사용 시 고령자에는 출혈위험 등 이상반응이 나타나기 쉬우므로 소량부터 투여를 시작하는 등 환자의 상태를 관찰하며선서 신중히 투여",급여
111001ACE,aspirin(enteric coated) (as aspirin),670500540,보령바이오아스트릭스캡슐100밀리그램(아스피린장용과립)_(0.1g/1캡슐),(주)보령바이오파마,"해열진통소염, 심혈관질환의 1차 예방 목적으로 사용 시 고령자에는 출혈위험 등 이상반응이 나타나기 쉬우므로 소량부터 투여를 시작하는 등 환자의 상태를 관찰하며선서 신중히 투여",급여
111001ATE,aspirin(enteric coated) (as aspirin),54801360,케이아스피린장용정(아스피린)_(0.1g/1정),엔비케이제약(주),"해열진통소염, 심혈관질환의 1차 예방 목적으로 사용 시 고령자에는 출혈위험 등 이상반응이 나타나기 쉬우므로 소량부터 투여를 시작하는 등 환자의 상태를 관찰하며선서 신중히 투여",급여
111001ATE,aspirin(enteric coated) (as aspirin),621802380,에이스린장용정(아스피린)_(0.1g/1정),(주)한국파비스제약,"해열진통소염, 심혈관질환의 1차 예방 목적으로 사용 시 고령자에는 출혈위험 등 이상반응이 나타나기 쉬우므로 소량부터 투여를 시작하는 등 환자의 상태를 관찰하며선서 신중히 투여",급여
111001ATE,aspirin(enteric coated) (as aspirin),622600430,비엘피린장용정100밀리그램(아스피린)_(0.1g/1정),(주)씨엘팜,"해열진통소염, 심혈관질환의 1차 예방 목적으로 사용 시 고령자에는 출혈위험 등 이상반응이 나타나기 쉬우므로 소량부터 투여를 시작하는 등 환자의 상태를 관찰하며선서 신중히 투여",급여
111001ATE,aspirin(enteric coated) (as aspirin),622803260,마더스아스피린장용정100mg(아스피린)_(0.1g/1정),(주)마더스제약,"해열진통소염, 심혈관질환의 1차 예방 목적으로 사용 시 고령자에는 출혈위험 등 이상반응이 나타나기 쉬우므로 소량부터 투여를 시작하는 등 환자의 상태를 관찰하며선서 신중히 투여",급여
111001ATE,aspirin(enteric coated) (as aspirin),628800310,휴비스트아스피린장용정_(0.1g/1정),(주)휴비스트제약,"해열진통소염, 심혈관질환의 1차 예방 목적으로 사용 시 고령자에는 출혈위험 등 이상반응이 나타나기 쉬우므로 소량부터 투여를 시작하는 등 환자의 상태를 관찰하며선서 신중히 투여",급여
111001ATE,aspirin(enteric coated) (as aspirin),640902600,아스피드정(아스피린)_(0.1g/1정),(주)일화,"해열진통소염, 심혈관질환의 1차 예방 목적으로 사용 시 고령자에는 출혈위험 등 이상반응이 나타나기 쉬우므로 소량부터 투여를 시작하는 등 환자의 상태를 관찰하며선서 신중히 투여",급여
111001ATE,aspirin(enteric coated) (as aspirin),641100270,아스피린프로텍트정100밀리그람_(0.1g/1정),바이엘코리아(주),"해열진통소염, 심혈관질환의 1차 예방 목적으로 사용 시 고령자에는 출혈위험 등 이상반응이 나타나기 쉬우므로 소량부터 투여를 시작하는 등 환자의 상태를 관찰하며선서 신중히 투여",급여
111001ATE,aspirin(enteric coated) (as aspirin),641806290,광동아스피린장용정100mg_(0.1g/1정),광동제약(주),"해열진통소염, 심혈관질환의 1차 예방 목적으로 사용 시 고령자에는 출혈위험 등 이상반응이 나타나기 쉬우므로 소량부터 투여를 시작하는 등 환자의 상태를 관찰하며선서 신중히 투여",급여
111001ATE,aspirin(enteric coated) (as aspirin),642104440,유한아스피린장용정(아스피린)_(0.1g/1정),(주)유한양행,"해열진통소염, 심혈관질환의 1차 예방 목적으로 사용 시 고령자에는 출혈위험 등 이상반응이 나타나기 쉬우므로 소량부터 투여를 시작하는 등 환자의 상태를 관찰하며선서 신중히 투여",급여
111001ATE,aspirin(enteric coated) (as aspirin),642308330,삼성아스피린장용정100밀리그램_(0.1g/1정),삼성제약(주),"해열진통소염, 심혈관질환의 1차 예방 목적으로 사용 시 고령자에는 출혈위험 등 이상반응이 나타나기 쉬우므로 소량부터 투여를 시작하는 등 환자의 상태를 관찰하며선서 신중히 투여",급여
